SPAWN EXTRACTION REPORT
======================================================================

Graph Points: 5345 extracted from original game graph

Only in original (3295):
  DV_zone_mine_gravitational (section=zone_mine_gravitational_average, gvid=1435, level=l04_darkvalley)
  cit_zone_burning_fuzz1_0006 (section=zone_burning_fuzz1, gvid=2344, level=l09_deadcity)
  cit_zone_burning_fuzz1_0007 (section=zone_burning_fuzz1, gvid=2344, level=l09_deadcity)
  clmbl#0 (section=climable_object, gvid=4137, level=zaton)
  clmbl#0 (section=climable_object, gvid=2188, level=l08_yantar)
  clmbl#0 (section=climable_object, gvid=2429, level=l10_limansk)
  clmbl#0 (section=climable_object, gvid=3505, level=l13_generators)
  clmbl#0 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#0 (section=climable_object, gvid=873, level=l03_agroprom)
  clmbl#0 (section=climable_object, gvid=1966, level=l07_military)
  clmbl#0 (section=climable_object, gvid=362, level=l01_escape)
  clmbl#0 (section=climable_object, gvid=2747, level=l10_red_forest)
  clmbl#0 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#0 (section=climable_object, gvid=2907, level=l11_pripyat)
  clmbl#0 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#0 (section=climable_object, gvid=4879, level=pripyat)
  clmbl#1 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#1 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#1 (section=climable_object, gvid=2188, level=l08_yantar)
  clmbl#1 (section=climable_object, gvid=3505, level=l13_generators)
  clmbl#1 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#1 (section=climable_object, gvid=873, level=l03_agroprom)
  clmbl#1 (section=climable_object, gvid=2907, level=l11_pripyat)
  clmbl#1 (section=climable_object, gvid=1966, level=l07_military)
  clmbl#1 (section=climable_object, gvid=4879, level=pripyat)
  clmbl#1 (section=climable_object, gvid=4137, level=zaton)
  clmbl#1 (section=climable_object, gvid=362, level=l01_escape)
  clmbl#1 (section=climable_object, gvid=2429, level=l10_limansk)
  clmbl#1 (section=climable_object, gvid=2747, level=l10_red_forest)
  clmbl#1 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#10 (section=climable_object, gvid=2188, level=l08_yantar)
  clmbl#10 (section=climable_object, gvid=4137, level=zaton)
  clmbl#10 (section=climable_object, gvid=4879, level=pripyat)
  clmbl#10 (section=climable_object, gvid=2747, level=l10_red_forest)
  clmbl#10 (section=climable_object, gvid=3505, level=l13_generators)
  clmbl#10 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#10 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#10 (section=climable_object, gvid=1966, level=l07_military)
  clmbl#10 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#10 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#10 (section=climable_object, gvid=873, level=l03_agroprom)
  clmbl#11 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#11 (section=climable_object, gvid=1966, level=l07_military)
  clmbl#11 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#11 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#11 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#11 (section=climable_object, gvid=2188, level=l08_yantar)
  clmbl#11 (section=climable_object, gvid=4879, level=pripyat)
  clmbl#11 (section=climable_object, gvid=873, level=l03_agroprom)
  clmbl#11 (section=climable_object, gvid=4137, level=zaton)
  clmbl#11 (section=climable_object, gvid=3505, level=l13_generators)
  clmbl#12 (section=climable_object, gvid=4137, level=zaton)
  clmbl#12 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#12 (section=climable_object, gvid=4879, level=pripyat)
  clmbl#12 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#12 (section=climable_object, gvid=1966, level=l07_military)
  clmbl#12 (section=climable_object, gvid=2188, level=l08_yantar)
  clmbl#12 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#12 (section=climable_object, gvid=873, level=l03_agroprom)
  clmbl#12 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#13 (section=climable_object, gvid=4137, level=zaton)
  clmbl#13 (section=climable_object, gvid=4879, level=pripyat)
  clmbl#13 (section=climable_object, gvid=2188, level=l08_yantar)
  clmbl#13 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#13 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#13 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#13 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#13 (section=climable_object, gvid=873, level=l03_agroprom)
  clmbl#13 (section=climable_object, gvid=1966, level=l07_military)
  clmbl#14 (section=climable_object, gvid=2188, level=l08_yantar)
  clmbl#14 (section=climable_object, gvid=4137, level=zaton)
  clmbl#14 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#14 (section=climable_object, gvid=4879, level=pripyat)
  clmbl#14 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#14 (section=climable_object, gvid=873, level=l03_agroprom)
  clmbl#14 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#14 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#14 (section=climable_object, gvid=1966, level=l07_military)
  clmbl#15 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#15 (section=climable_object, gvid=4879, level=pripyat)
  clmbl#15 (section=climable_object, gvid=1966, level=l07_military)
  clmbl#15 (section=climable_object, gvid=873, level=l03_agroprom)
  clmbl#15 (section=climable_object, gvid=4137, level=zaton)
  clmbl#15 (section=climable_object, gvid=2188, level=l08_yantar)
  clmbl#15 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#15 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#15 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#16 (section=climable_object, gvid=4137, level=zaton)
  clmbl#16 (section=climable_object, gvid=2188, level=l08_yantar)
  clmbl#16 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#16 (section=climable_object, gvid=873, level=l03_agroprom)
  clmbl#16 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#16 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#16 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#16 (section=climable_object, gvid=4879, level=pripyat)
  clmbl#16 (section=climable_object, gvid=1966, level=l07_military)
  clmbl#17 (section=climable_object, gvid=4879, level=pripyat)
  clmbl#17 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#17 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#17 (section=climable_object, gvid=4137, level=zaton)
  clmbl#17 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#17 (section=climable_object, gvid=2188, level=l08_yantar)
  clmbl#17 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#17 (section=climable_object, gvid=873, level=l03_agroprom)
  clmbl#18 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#18 (section=climable_object, gvid=4879, level=pripyat)
  clmbl#18 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#18 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#18 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#18 (section=climable_object, gvid=2188, level=l08_yantar)
  clmbl#18 (section=climable_object, gvid=4137, level=zaton)
  clmbl#19 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#19 (section=climable_object, gvid=4137, level=zaton)
  clmbl#19 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#19 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#19 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#2 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#2 (section=climable_object, gvid=4137, level=zaton)
  clmbl#2 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#2 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#2 (section=climable_object, gvid=362, level=l01_escape)
  clmbl#2 (section=climable_object, gvid=1966, level=l07_military)
  clmbl#2 (section=climable_object, gvid=2429, level=l10_limansk)
  clmbl#2 (section=climable_object, gvid=2747, level=l10_red_forest)
  clmbl#2 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#2 (section=climable_object, gvid=2188, level=l08_yantar)
  clmbl#2 (section=climable_object, gvid=3505, level=l13_generators)
  clmbl#2 (section=climable_object, gvid=4879, level=pripyat)
  clmbl#20 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#20 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#20 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#20 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#20 (section=climable_object, gvid=4137, level=zaton)
  clmbl#21 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#21 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#21 (section=climable_object, gvid=4137, level=zaton)
  clmbl#21 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#21 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#22 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#22 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#22 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#22 (section=climable_object, gvid=4137, level=zaton)
  clmbl#23 (section=climable_object, gvid=4137, level=zaton)
  clmbl#23 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#23 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#23 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#24 (section=climable_object, gvid=4137, level=zaton)
  clmbl#24 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#24 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#24 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#25 (section=climable_object, gvid=4137, level=zaton)
  clmbl#25 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#25 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#25 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#26 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#26 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#26 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#26 (section=climable_object, gvid=4137, level=zaton)
  clmbl#27 (section=climable_object, gvid=4137, level=zaton)
  clmbl#27 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#27 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#28 (section=climable_object, gvid=4137, level=zaton)
  clmbl#28 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#28 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#28 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#29 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#29 (section=climable_object, gvid=4137, level=zaton)
  clmbl#29 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#29 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#3 (section=climable_object, gvid=2429, level=l10_limansk)
  clmbl#3 (section=climable_object, gvid=1966, level=l07_military)
  clmbl#3 (section=climable_object, gvid=2188, level=l08_yantar)
  clmbl#3 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#3 (section=climable_object, gvid=873, level=l03_agroprom)
  clmbl#3 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#3 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#3 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#3 (section=climable_object, gvid=3505, level=l13_generators)
  clmbl#3 (section=climable_object, gvid=362, level=l01_escape)
  clmbl#3 (section=climable_object, gvid=2747, level=l10_red_forest)
  clmbl#3 (section=climable_object, gvid=4137, level=zaton)
  clmbl#3 (section=climable_object, gvid=4879, level=pripyat)
  clmbl#30 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#30 (section=climable_object, gvid=4137, level=zaton)
  clmbl#30 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#30 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#31 (section=climable_object, gvid=4137, level=zaton)
  clmbl#31 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#31 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#32 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#32 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#32 (section=climable_object, gvid=4137, level=zaton)
  clmbl#33 (section=climable_object, gvid=4137, level=zaton)
  clmbl#33 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#33 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#34 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#34 (section=climable_object, gvid=4137, level=zaton)
  clmbl#34 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#35 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#35 (section=climable_object, gvid=4137, level=zaton)
  clmbl#35 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#36 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#36 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#36 (section=climable_object, gvid=4137, level=zaton)
  clmbl#37 (section=climable_object, gvid=4137, level=zaton)
  clmbl#37 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#37 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#38 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#38 (section=climable_object, gvid=4137, level=zaton)
  clmbl#38 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#39 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#39 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#39 (section=climable_object, gvid=4137, level=zaton)
  clmbl#4 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#4 (section=climable_object, gvid=2747, level=l10_red_forest)
  clmbl#4 (section=climable_object, gvid=873, level=l03_agroprom)
  clmbl#4 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#4 (section=climable_object, gvid=2188, level=l08_yantar)
  clmbl#4 (section=climable_object, gvid=362, level=l01_escape)
  clmbl#4 (section=climable_object, gvid=3505, level=l13_generators)
  clmbl#4 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#4 (section=climable_object, gvid=1966, level=l07_military)
  clmbl#4 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#4 (section=climable_object, gvid=4137, level=zaton)
  clmbl#4 (section=climable_object, gvid=4879, level=pripyat)
  clmbl#40 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#40 (section=climable_object, gvid=4137, level=zaton)
  clmbl#40 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#41 (section=climable_object, gvid=4137, level=zaton)
  clmbl#41 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#41 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#42 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#42 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#42 (section=climable_object, gvid=4137, level=zaton)
  clmbl#43 (section=climable_object, gvid=4137, level=zaton)
  clmbl#43 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#43 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#44 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#44 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#44 (section=climable_object, gvid=4137, level=zaton)
  clmbl#45 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#45 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#46 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#46 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#47 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#47 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#48 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#49 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#5 (section=climable_object, gvid=4137, level=zaton)
  clmbl#5 (section=climable_object, gvid=1966, level=l07_military)
  clmbl#5 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#5 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#5 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#5 (section=climable_object, gvid=362, level=l01_escape)
  clmbl#5 (section=climable_object, gvid=2747, level=l10_red_forest)
  clmbl#5 (section=climable_object, gvid=873, level=l03_agroprom)
  clmbl#5 (section=climable_object, gvid=3505, level=l13_generators)
  clmbl#5 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#5 (section=climable_object, gvid=2188, level=l08_yantar)
  clmbl#5 (section=climable_object, gvid=4879, level=pripyat)
  clmbl#50 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#51 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#52 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#53 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#54 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#55 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#56 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#57 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#58 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#59 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#6 (section=climable_object, gvid=3505, level=l13_generators)
  clmbl#6 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#6 (section=climable_object, gvid=2429, level=l10_limansk)
  clmbl#6 (section=climable_object, gvid=4879, level=pripyat)
  clmbl#6 (section=climable_object, gvid=4137, level=zaton)
  clmbl#6 (section=climable_object, gvid=873, level=l03_agroprom)
  clmbl#6 (section=climable_object, gvid=1966, level=l07_military)
  clmbl#6 (section=climable_object, gvid=362, level=l01_escape)
  clmbl#6 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#6 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#6 (section=climable_object, gvid=2747, level=l10_red_forest)
  clmbl#6 (section=climable_object, gvid=2188, level=l08_yantar)
  clmbl#6 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#7 (section=climable_object, gvid=4879, level=pripyat)
  clmbl#7 (section=climable_object, gvid=2747, level=l10_red_forest)
  clmbl#7 (section=climable_object, gvid=873, level=l03_agroprom)
  clmbl#7 (section=climable_object, gvid=2429, level=l10_limansk)
  clmbl#7 (section=climable_object, gvid=3505, level=l13_generators)
  clmbl#7 (section=climable_object, gvid=1966, level=l07_military)
  clmbl#7 (section=climable_object, gvid=4137, level=zaton)
  clmbl#7 (section=climable_object, gvid=362, level=l01_escape)
  clmbl#7 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#7 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#7 (section=climable_object, gvid=2188, level=l08_yantar)
  clmbl#7 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#7 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#8 (section=climable_object, gvid=3505, level=l13_generators)
  clmbl#8 (section=climable_object, gvid=873, level=l03_agroprom)
  clmbl#8 (section=climable_object, gvid=0, level=k00_marsh)
  clmbl#8 (section=climable_object, gvid=362, level=l01_escape)
  clmbl#8 (section=climable_object, gvid=4463, level=jupiter)
  clmbl#8 (section=climable_object, gvid=3224, level=l12_stancia_2)
  clmbl#8 (section=climable_object, gvid=4879, level=pripyat)
  clmbl#8 (section=climable_object, gvid=4137, level=zaton)
  clmbl#8 (section=climable_object, gvid=2188, level=l08_yantar)
  clmbl#8 (section=climable_object, gvid=1966, level=l07_military)
  clmbl#8 (section=climable_object, gvid=1412, level=l04_darkvalley)
  clmbl#8 (section=climable_object, gvid=2747, level=l10_red_forest)
  clmbl#9 (section=climable_object, gvid=2747, level=l10_red_forest)
